"workerId","datasetObjectId","text","label","rationale"
"public.us-east-1.A39XAYMFTBZIYV","9","Proponents of stricter protections for students argue the DOE’s recent rollback of Obama-era rules aimed at protecting students from predatory for-profit colleges will only lead to even more student defaulting on their loans.","Biased","good"
"public.us-east-1.A3LCGX74R6XR5I","0","At least 25 transgender or gender-nonconforming people were killed in violent attacks in the United States last year, according to the Human Rights Campaign, which has been tracking anti-trans violence since at least 2015.","Unbiased","Text only state some statistical facts that are tracked by an institution (that is mentioned as the source)."
"public.us-east-1.A2H2DJL45BZBD","0","At least 25 transgender or gender-nonconforming people were killed in violent attacks in the United States last year, according to the Human Rights Campaign, which has been tracking anti-trans violence since at least 2015.","Unbiased","Simply provided the statistic of people killed. Unbiased. "
"public.us-east-1.A3C6GJCHAWXEAA","2","The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro’s cronies, while producing a climate disaster for the world.","Biased","We should not destroy the natural resources so it is biased"
"public.us-east-1.A382SL9ROIY1P6","2","The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro’s cronies, while producing a climate disaster for the world.","Unbiased","The impact of such climate change is going to be far more adverse in tropical and equatorial regions of the world"
"public.us-east-1.A1FVXS8IM5QYO8","7","For the first time the annual risk report, compiled by the World Economic Forum (WEF), found the top five concerns were all environmental, from extreme weather to biodiversity loss and events like oil spills and radioactive contamination.","Unbiased","This is unbiased because it is about a report from the WEF stating the top five environmental concerns, rather than a specific view about the details of the report."
"public.us-east-1.A2ZM10511OH8WY","7","For the first time the annual risk report, compiled by the World Economic Forum (WEF), found the top five concerns were all environmental, from extreme weather to biodiversity loss and events like oil spills and radioactive contamination.","Unbiased","Everything in this story is verifiable. We can expect here also that a well knowned and trusted organisation like the WEF would produce a transparent report. Unbiased"
"public.us-east-1.A18FY0P87H4A5O","6","It’s also true that in no time in modern American history has a president’s disposition and rhetoric conflicted more dramatically with the outcomes of his administration. But that has been a net win for the Constitution.","Biased","yes, in modern times president's disposition and rhetoric outcomes of his administration."
"public.us-east-1.A2YO837C0O1E91","6","It’s also true that in no time in modern American history has a president’s disposition and rhetoric conflicted more dramatically with the outcomes of his administration. But that has been a net win for the Constitution.","Unbiased","No one in specific is being singled out."
"public.us-east-1.A2FRIVYVIK37V1","7","But the national and global trends spin a tale of two separate realities. An irrational fear of vaccines among well-educated and largely white Americans has fueled an utterly preventable and dangerous disease that had been considered ""eliminated"" by scientists.","Biased","An irrational fear of vaccines among well-educated and largely white Americans has fueled an utterly preventable and dangerous disease that had been considered ""eliminated"" by scientists."
"public.us-east-1.A1D321NM47DMJ0","7","But the national and global trends spin a tale of two separate realities. An irrational fear of vaccines among well-educated and largely white Americans has fueled an utterly preventable and dangerous disease that had been considered ""eliminated"" by scientists.","Biased","good"
"public.us-east-1.AM8ZEA3RDPGSA","3","Greta Thunberg, the teenage climate activist from Sweden, the 16-year-old’s steely-eyed courage has helped inspire kids across the country — and the world — to join her call to strike from school last week and stand up for more aggressive action to combat the climate crisis.","Biased","help to the climate crisis."
"public.us-east-1.A2H2DJL45BZBD","3","Greta Thunberg, the teenage climate activist from Sweden, the 16-year-old’s steely-eyed courage has helped inspire kids across the country — and the world — to join her call to strike from school last week and stand up for more aggressive action to combat the climate crisis.","Biased","Biased, the person who wrote it clearly agrees with the cause. Using terms such as courage, inspiring, shows a personal interest in the movement. "
"public.us-east-1.A3OJMQGEB33E00","8","U.S. President Donald Trump on Thursday said a decision by House Democrats to pursue articles of impeachment against him means that future presidents will routinely face impeachment threats from lawmakers.","Unbiased","Simply stating what someone said."
"public.us-east-1.ARR9GKAG3JFE5","8","U.S. President Donald Trump on Thursday said a decision by House Democrats to pursue articles of impeachment against him means that future presidents will routinely face impeachment threats from lawmakers.","Biased","The trump was make some threats for lawmakers."
"public.us-east-1.A3OJMQGEB33E00","0","A review of his posts in online message boards revealed he wanted to plant neo-Nazi propaganda inside Nevada middle and high schools.","Unbiased","Simply states the facts of the matter."
"public.us-east-1.A31JKAMYB4IB7","0","A review of his posts in online message boards revealed he wanted to plant neo-Nazi propaganda inside Nevada middle and high schools.","Biased"," wanted to plant neo-Nazi propaganda inside Nevada middle and high schools is revaled online posts is very consistently."
"public.us-east-1.A2H2DJL45BZBD","4","Hundreds of white nationalists lined the streets of Charlottesville, Va., last Saturday to protest the removal of a Confederate monument. Some waved Confederate and Nazi flags, others brandished shields.","Biased","Biased. Putting everyone their into the bubble of white nationalist is an assumption. An ordinary person could be involved in protesting the removal of a historical monument based on merit alone."
"public.us-east-1.A2ZM10511OH8WY","4","Hundreds of white nationalists lined the streets of Charlottesville, Va., last Saturday to protest the removal of a Confederate monument. Some waved Confederate and Nazi flags, others brandished shields.","Unbiased","No emotion is related there or some stretching of the reality. It's all facts. Unbiased"
"public.us-east-1.A3SWS8OEGIPLO4","4","Many Latino voters know from personal and family experience how U.S. foreign policies drive people from their homes. ","Biased"," Statistics provided by the national survey of Latinos conducted in 2018 suggests that policy resulted in many deportations."
"public.us-east-1.A2H2DJL45BZBD","4","Many Latino voters know from personal and family experience how U.S. foreign policies drive people from their homes. ","Biased","It shows bias based on blanketing in the Latinos with people getting driven from their homes. An opinion statement without statistics to back up the claim."
"public.us-east-1.A3K54YHTE92QEP","3","There may be pushback among Democrats. If so, I hope the ones doing the pushing will reconsider. We have treated our younger generations, and many older people, unjustly. The act of recognizing an injustice we hadn’t seen before makes us more human and refines us as moral beings.","Biased"," I hope the ones doing the pushing will reconsider."
"public.us-east-1.A382SL9ROIY1P6","3","There may be pushback among Democrats. If so, I hope the ones doing the pushing will reconsider. We have treated our younger generations, and many older people, unjustly. The act of recognizing an injustice we hadn’t seen before makes us more human and refines us as moral beings.","Unbiased","Concepts of Democrats supremacy were at the heart of the defense of slavery"
"public.us-east-1.A2CFI1X8OKYIL2","5","Racist Rep. Steve King (R-Iowa) said generations of people would not be here without rape and incest while making the case for anti-abortion legislation without exceptions for victims of those crimes.","Biased","Racism has nothing to do with Steve King’s stancd on abortion."
"public.us-east-1.A382SL9ROIY1P6","5","Racist Rep. Steve King (R-Iowa) said generations of people would not be here without rape and incest while making the case for anti-abortion legislation without exceptions for victims of those crimes.","Unbiased","King was defending his anti-abortion legislation,"
"public.us-east-1.A1GWEENWSTM5Z","5","The Republican president assumed he was helping the industry at the expense of the environment – a trade-off Trump was happy to make since he rejects climate science anyway. ","Unbiased"," he rejects climate science anyway. "
"public.us-east-1.A2TO6N1MTMQD1B","5","The Republican president assumed he was helping the industry at the expense of the environment – a trade-off Trump was happy to make since he rejects climate science anyway. ","Biased","because of e Republican president assumed he was helping the industry at the expense of the environment – a trade-off Trump was happy to make since he rejects climate science anyway."
"public.us-east-1.A1GWEENWSTM5Z","1","The devil is in the details, however, since—while some charter schools are effective in achieving student success—others have been examples of cronyism and corruption as a result of arrangements between politicians and private businesses.","Biased","cronyism and corruption as a result of arrangements between politicians and private businesses."
"public.us-east-1.A3OJMQGEB33E00","1","The devil is in the details, however, since—while some charter schools are effective in achieving student success—others have been examples of cronyism and corruption as a result of arrangements between politicians and private businesses.","Unbiased","Simply states the facts without political bias. "
"public.us-east-1.A3U9H2L21GLQDY","6","Cancellation of a two-week United Nations meeting on gender equality, female empowerment and ""women’s issues"" due to the coronavirus outbreak sparked an outcry from 12,000 disappointed delegates, diplomats and non-government organizations scheduled to fly into New York for the event and work towards ending ""default male thinking"" across the globalist organization.","Unbiased","ITS UNBIASED BECAUSE THEY TAKING ABOUT EQUALITY, WOMEN EMPOWERMENT THESE ARE BASIC IMPORTANT IN TODAYS WORLD AND MUSTTREAT EQUAL TO EVERYONE "
"public.us-east-1.A2TO6N1MTMQD1B","6","Cancellation of a two-week United Nations meeting on gender equality, female empowerment and ""women’s issues"" due to the coronavirus outbreak sparked an outcry from 12,000 disappointed delegates, diplomats and non-government organizations scheduled to fly into New York for the event and work towards ending ""default male thinking"" across the globalist organization.","Biased","because of due to the coronavirus outbreak sparked an outcry from 12,000 disappointed delegates, diplomats and non-government organizations scheduled to fly into New York for the event and work towards ending ""default male thinking"" across the globalist organization"
"public.us-east-1.A2H2DJL45BZBD","1","Before the shooting death of women's rights activist and artist Isabel Cabanillas de la Torre in Ciudad Juarez, Mexico, human rights attorneys and others already had noted several years of rising femicides in the border city.","Unbiased","It stated an event that occurred followed by information about a given topic. It didn't appear to make a stance."
"public.us-east-1.A2ZM10511OH8WY","1","Before the shooting death of women's rights activist and artist Isabel Cabanillas de la Torre in Ciudad Juarez, Mexico, human rights attorneys and others already had noted several years of rising femicides in the border city.","Unbiased","Everything in this is verifiable with numbers. You need to trust the human rights attorneys (or other) about this statement, but it's probably really easy to verify."
"public.us-east-1.A1JAI91IQFNMG2","7","CPA Chairman Dan DiMicco said the award is further validation from mainstream economists that permanent tariffs on Chinese imports are key to driving U.S. job growth.","Biased","the most relevant option is biased"
"public.us-east-1.A3OJMQGEB33E00","7","CPA Chairman Dan DiMicco said the award is further validation from mainstream economists that permanent tariffs on Chinese imports are key to driving U.S. job growth.","Unbiased","Very simply states the facts of the situation. "
"public.us-east-1.A3I3IFFQW3CB1P","8","Trump signed a GOP tax bill in 2017 that cut taxes for the middle class but delivered a larger tax break for the wealthiest Americans.","Biased","He wouldn't raise taxes by a penny on anyone making less than $400,000. In contrast, Congressional Republicans would continue the big handouts"
"public.us-east-1.A2H2DJL45BZBD","8","Trump signed a GOP tax bill in 2017 that cut taxes for the middle class but delivered a larger tax break for the wealthiest Americans.","Biased","I believe it to show some bias, the bill has a lot more technicalities than simply giving the wealthiest of Americans a clear tax break."
"public.us-east-1.A1OXYF7SCAFA1","1","Peace and justice advocates are praising a letter from a dozen House Democrats urging further military aid to Israel be conditioned on the state not annexing larger swaths of the occupied West Bank and calling on Congress to ensure the human rights of the Palestinian people be respected.","Unbiased","praising a letter from a dozen House Democrats urging further military"
"public.us-east-1.A382SL9ROIY1P6","1","Peace and justice advocates are praising a letter from a dozen House Democrats urging further military aid to Israel be conditioned on the state not annexing larger swaths of the occupied West Bank and calling on Congress to ensure the human rights of the Palestinian people be respected.","Biased","Palestinian people had the right to an independent, free and sovereign State"
"public.us-east-1.A2HMEGTAFO0CS8","1","Trump is nothing if not a public relations savant. Once the dust settles, if he cannot take credit for restoring order, he’ll do his best to deflect and lay the blame at someone else’s feet. He’ll remind his followers what the other side thinks of them, how they desecrated our American values, and what will happen to them if Joe Biden becomes the apologizer-in-chief.","Biased","the statement regarding trump "" Trump is nothing if not a public relations savant' makes biased"
"public.us-east-1.A32B8FMRQ04EMF","1","Trump is nothing if not a public relations savant. Once the dust settles, if he cannot take credit for restoring order, he’ll do his best to deflect and lay the blame at someone else’s feet. He’ll remind his followers what the other side thinks of them, how they desecrated our American values, and what will happen to them if Joe Biden becomes the apologizer-in-chief.","Biased","He will remind his followers what the other side think of them, how they desecrated our American Values."
"public.us-east-1.A1JAI91IQFNMG2","2","During her acceptance speech for best actress in a limited television series for Fosse/Vernon, Williams went on a bizarre rant about the need for abortion rights in the United States and for American women to vote for pro-choice candidates during election years.","Biased","the most relevant option is biased"
"public.us-east-1.A32B8FMRQ04EMF","2","During her acceptance speech for best actress in a limited television series for Fosse/Vernon, Williams went on a bizarre rant about the need for abortion rights in the United States and for American women to vote for pro-choice candidates during election years.","Biased","Williams went on a bizarre rant about the need for abortion rights in the USA."
"public.us-east-1.A1FVXS8IM5QYO8","2","Two years after the Trump administration made the state-sanctioned kidnapping of children at the border official U.S. policy, the horrors around this crime against humanity continue to be exposed.","Biased","I believe that is biased because it calls the US border policy (regarding children crossing the border and being separated from their parents) as 'state-sanctioned kidnapping' and a crime against humanity."
"public.us-east-1.A2H2DJL45BZBD","2","Two years after the Trump administration made the state-sanctioned kidnapping of children at the border official U.S. policy, the horrors around this crime against humanity continue to be exposed.","Biased","Clear bias. Calling something state-sanctioned kidnapping of children is completely driven by personal emotions and beliefs."
"public.us-east-1.A1GWEENWSTM5Z","5","This would not be the first time Biden has been criticized for his ideas on combatting climate change, which – in the past – have paled in comparison to the ideas offered by ultra-progressive Sanders, who rolled out a massive $16 trillion Green New Deal plan this week.","Biased","This would not be the first time Biden has been criticized for his ideas on combatting climate change."
"public.us-east-1.A39XAYMFTBZIYV","5","This would not be the first time Biden has been criticized for his ideas on combatting climate change, which – in the past – have paled in comparison to the ideas offered by ultra-progressive Sanders, who rolled out a massive $16 trillion Green New Deal plan this week.","Biased","the most relevant option is biased"
"public.us-east-1.A2H2DJL45BZBD","6","Ohio's Down syndrome abortion ban and similar proposals around the country have triggered emotional debate over women’s rights, parental love, and the trust between doctor and patient.","Unbiased","Stated a fact. Bans and proposals about any topic will trigger emotionally motivated debates."
"public.us-east-1.A2ZM10511OH8WY","6","Ohio's Down syndrome abortion ban and similar proposals around the country have triggered emotional debate over women’s rights, parental love, and the trust between doctor and patient.","Unbiased","It's believable and verifiable that this ban have triggered numerous emotional debate. Not biased"
"public.us-east-1.A3JLDWGO44AVD2","6","The white nationalist who said ""Hail Trump"" and ""hail our people"" during a conference in Washington D.C. on Saturday — and who received straight-armed Nazi-like salutes in response ...","Biased","A new generation of nationalists sees a chance to ride Donald Trump's coattails into the capital. But first they need to do some serious re-branding.so i think it is biased"
"public.us-east-1.A1MG8KNVSVZ365","6","The white nationalist who said ""Hail Trump"" and ""hail our people"" during a conference in Washington D.C. on Saturday — and who received straight-armed Nazi-like salutes in response ...","Biased","nothing"
"public.us-east-1.A19TD2J8506A4Y","0","The beauty routine for prominent women who work and live under the eye of a camera can include not just haircuts, but hair color, highlights, lowlights, Keratin treatments, blowouts, braids, manicures, pedicures, facials, eyebrow waxes, eyelash extensions.","Biased","It would exclude people without the correct type of hair and certain facial features. People unable to go through keratin treatments for health reasons may be excluded."
"public.us-east-1.A2H2DJL45BZBD","0","The beauty routine for prominent women who work and live under the eye of a camera can include not just haircuts, but hair color, highlights, lowlights, Keratin treatments, blowouts, braids, manicures, pedicures, facials, eyebrow waxes, eyelash extensions.","Unbiased","That simply a factual statement, all those treatments are available and used by women across many occupations. "
"public.us-east-1.A3OJMQGEB33E00","9","It obviously works extremely well for Democrats, a large faction and the leadership of which appears to be as impervious to facts as anti-vaxxers and QAnon followers.","Unbiased","Simply stating the facts of the matter. "
"public.us-east-1.A2HMEGTAFO0CS8","9","It obviously works extremely well for Democrats, a large faction and the leadership of which appears to be as impervious to facts as anti-vaxxers and QAnon followers.","Unbiased","the statement is having poor information so unbiased "
"public.us-east-1.A3OJMQGEB33E00","7","Young women taking part in high school and college athletics across the country have had their dreams of winning dashed by the movement to allow biological male who ""identify"" as female to compete against them.","Biased","It has ""identify"" in quotes, so it is being biased."
"public.us-east-1.A26MRON9XGPVB5","7","Young women taking part in high school and college athletics across the country have had their dreams of winning dashed by the movement to allow biological male who ""identify"" as female to compete against them.","Biased","The language used in this description is completely biased towards conservatism. The usage of quotation marks to indicate that someone identifies differently than how they were born is a clear example of this bias."
"public.us-east-1.AOPA6R7JGGLOS","8","Numerous posts claim the virus has been patented — and some even suggest, incorrectly, that the virus was made in a lab and a vaccine already exists.","Unbiased","the virus has been patented so the virus was made in a lab."
"public.us-east-1.A26MRON9XGPVB5","8","Numerous posts claim the virus has been patented — and some even suggest, incorrectly, that the virus was made in a lab and a vaccine already exists.","Biased","There is a level of doubt involved with the limited amount of information being presented. I feel like there is a sentiment of distrust and opinion being disclosed."
"public.us-east-1.A1XH05IKC77OXO","2","Even so, the results offer fresh evidence that concerns about women’s emotional health after an abortion shouldn’t factor into policies about legal access to these procedures, said Julia Steinberg, a researcher at the University of Maryland, College Park, who wasn’t involved in the study.","Biased","the results offer fresh evidence that concerns about women’s emotional health after an abortion shouldn’t factor into policies "
"public.us-east-1.A26MRON9XGPVB5","2","Even so, the results offer fresh evidence that concerns about women’s emotional health after an abortion shouldn’t factor into policies about legal access to these procedures, said Julia Steinberg, a researcher at the University of Maryland, College Park, who wasn’t involved in the study.","Biased","The way this is written and the information being supplied does not seem fact, but rather the opinion of a particular group, gender, or demographic."
"public.us-east-1.A2CFI1X8OKYIL2","2","At the dawn of the year 2010, few Americans could predict that the coming decade would revolutionize the legal and cultural landscape for lesbian, gay, bisexual, transgender and queer people.","Unbiased","The statement does not seem to contain any opinions on whether this is good or bad, and therefore I find it to be an unbiased observation."
"public.us-east-1.A2H2DJL45BZBD","2","At the dawn of the year 2010, few Americans could predict that the coming decade would revolutionize the legal and cultural landscape for lesbian, gay, bisexual, transgender and queer people.","Biased","I believe this to be biased, it's an opinion that can't be easily proven. "
"public.us-east-1.A1FVXS8IM5QYO8","3","Climate change contributed to drastic declines in the population and diversity of bumblebees across North America and Europe, according to a long-term study of more than 60 bee species published Thursday in the journal Science.","Unbiased","This is unbiased because it is reporting about a long-term study in the journal Science which describes the reason for the decline in the population of bumble bees."
"public.us-east-1.A26MRON9XGPVB5","3","Climate change contributed to drastic declines in the population and diversity of bumblebees across North America and Europe, according to a long-term study of more than 60 bee species published Thursday in the journal Science.","Biased","We are not totally sure if climate change directly results in reducing populations of insects. While there may be substantial evidence, there is still a level of conjecture involved."
"public.us-east-1.A2CFI1X8OKYIL2","0","When the Muslim ban was first enacted, it triggered chaos at airports and prompted widespread protest and legal challenges, and it continues to impose devastating costs on families and people who wish to come to the U.S.","Biased","Referring to this travel policy as a ""Muslim ban"" is in and of itself, biased. It is a policy that prevented people from dangerous countries in the middle east from coming to the United States, regardless of their religion."
"public.us-east-1.A2H2DJL45BZBD","0","When the Muslim ban was first enacted, it triggered chaos at airports and prompted widespread protest and legal challenges, and it continues to impose devastating costs on families and people who wish to come to the U.S.","Biased","The first sentence is unbiased, protests can be proven without bias. Imposing devastating costs is a personal opinion."
"public.us-east-1.A4KNY0W5KXXZZ","2","Six Republican Senators have failed to develop a coalition for their plan that exchanges a fifth of border wall funding for an amnesty for illegal aliens and increased immigration.","Biased","Pointing out specifically on six and specifying that they are republican sounds bias."
"public.us-east-1.A2TO6N1MTMQD1B","2","Six Republican Senators have failed to develop a coalition for their plan that exchanges a fifth of border wall funding for an amnesty for illegal aliens and increased immigration.","Biased","because of Six Republican Senators have failed to develop a coalition for their plan that exchanges a fifth of border wall funding for an amnesty for illegal aliens and increased immigration"
"public.us-east-1.A3I3IFFQW3CB1P","7","Right-wing media sprung into action to try to discredit her, of course, by implying that a woman who graduated summa cum laude with an economics degree is a bimbo and with  Twitchy using a screenshot to make the usually genial Ocasio-Cortez somehow look like a ballbuster.","Biased","implying that a woman who graduated summa cum laude with an economics degree is a bimbo and with Twitchy using a screenshot "
"public.us-east-1.A2H2DJL45BZBD","7","Right-wing media sprung into action to try to discredit her, of course, by implying that a woman who graduated summa cum laude with an economics degree is a bimbo and with  Twitchy using a screenshot to make the usually genial Ocasio-Cortez somehow look like a ballbuster.","Biased","Clearly a biased statement. Simply defaming a group based off personal beliefs."
"public.us-east-1.A3OJMQGEB33E00","4","Meanwhile, Thunberg first made headlines when her Fridays for Future campaign went global in the last few months. At a U.N. climate conference in September, she repeatedly scolded world leaders, asking, ""How dare you?""","Unbiased","Simply stating the facts of the matter. "
"public.us-east-1.A2HMEGTAFO0CS8","4","Meanwhile, Thunberg first made headlines when her Fridays for Future campaign went global in the last few months. At a U.N. climate conference in September, she repeatedly scolded world leaders, asking, ""How dare you?""","Biased","Greta Thunberg's actions makes biased "
"public.us-east-1.A1FVXS8IM5QYO8","0","In his failed bid for the Democrat nomination for 2020, Beto O’Rourke said churches that oppose same-sex marriage should lose their tax-exempt status.  In other words, toe the non-Biblical party line or else!","Biased","This is biased because it calls Beto O'Rourke's bid for the nomination 'failed' and also seemed to mock the fact that he lost because of his views on churches and same-sex marriage."
"public.us-east-1.A3OJMQGEB33E00","0","In his failed bid for the Democrat nomination for 2020, Beto O’Rourke said churches that oppose same-sex marriage should lose their tax-exempt status.  In other words, toe the non-Biblical party line or else!","Biased","Obviously anti- Beto and Liberal. "
"public.us-east-1.A85HRNU9N5UNU","3","Although he didn’t seem to direct his comments at anyone in particular, many celebrities that consider themselves climate change activists have not adjusted their lifestyles of taking private jets to their engagements around the globe, for example, Leonardo DiCaprio, Katy Perry and Orlando Bloom all took heat in 2019 when they were among the A-listers to attend Google’s climate change conference by way of private jets and mega yachts.","Biased","They cant adjust their life styles for climate change activists like engagements around the globe using Private jets"
"public.us-east-1.A2HMEGTAFO0CS8","3","Although he didn’t seem to direct his comments at anyone in particular, many celebrities that consider themselves climate change activists have not adjusted their lifestyles of taking private jets to their engagements around the globe, for example, Leonardo DiCaprio, Katy Perry and Orlando Bloom all took heat in 2019 when they were among the A-listers to attend Google’s climate change conference by way of private jets and mega yachts.","Unbiased","the statement is not mention the person that referring to"
"public.us-east-1.A2C3TRGUJV8HRL","9","In Australia, record high temperatures and drought exacerbated by the climate crisis have ignited blazes that have killed more than two dozen people and destroyed 2,000 homes since September.","Biased","i thoughts"
"public.us-east-1.A2H2DJL45BZBD","9","In Australia, record high temperatures and drought exacerbated by the climate crisis have ignited blazes that have killed more than two dozen people and destroyed 2,000 homes since September.","Unbiased","Unbiased, simply relaying factual information that can be statistically proven."
"public.us-east-1.A2CFI1X8OKYIL2","0","He is enjoying the benefits of those guns while working hard to be sure average Americans cannot own them.","Biased","This to me sounds like an opinion, how does the writer know he is enjoying his guns? "
"public.us-east-1.A2HMEGTAFO0CS8","0","He is enjoying the benefits of those guns while working hard to be sure average Americans cannot own them.","Biased","the statement regarding guns which average Americans cant owe makes biased "
"public.us-east-1.A3D1QQ8BEO75C6","6","Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.","Biased","i thought this passage is wright and best one"
"public.us-east-1.A2ZM10511OH8WY","6","Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.","Unbiased","To say that to battle is complicated by vocal anti-vaccination movement seems trustable and belivable. Unbiased."
"public.us-east-1.A3OJMQGEB33E00","9","The legislation also provides work permits for a huge number of illegal migrants who have jobs in the very broad category of ""essential critical infrastructure."" That category includes janitors and food workers in hospitals, as well as stoop labor in agriculture.","Unbiased","Just the facts, no political angle. "
"public.us-east-1.A1D321NM47DMJ0","9","The legislation also provides work permits for a huge number of illegal migrants who have jobs in the very broad category of ""essential critical infrastructure."" That category includes janitors and food workers in hospitals, as well as stoop labor in agriculture.","Biased","good"
"public.us-east-1.A1FVXS8IM5QYO8","4","The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions, thus meaning the governments in high tax jurisdictions would have less to spend on worthy projects.","Biased","I believe this is biased because it claims that the wealthy are reasonably reluctant to pay more tax and would move, resulting in money being spent on less worthy projects, which is untrue."
"public.us-east-1.A3JZG4HF6B7XWC","4","The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions, thus meaning the governments in high tax jurisdictions would have less to spend on worthy projects.","Unbiased","because of  The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions, thus meaning the governments in high tax jurisdictions would have less to spend on worthy projects."
"public.us-east-1.A1GWEENWSTM5Z","0","Five of eight gun control bills endorsed by Democratic Gov. Ralph Northam have been approved in both houses of the General Assembly and will head to Northam for signature. ","Biased","Ralph Northam have been approved in both houses of the General Assembly and will head to Northam for signature. "
"public.us-east-1.A2TO6N1MTMQD1B","0","Five of eight gun control bills endorsed by Democratic Gov. Ralph Northam have been approved in both houses of the General Assembly and will head to Northam for signature. ","Biased","because of  Five of eight gun control bills endorsed by Democratic Gov. Ralph Northam have been approved in both houses of the General Assembly and will head to Northam for signature. "
"public.us-east-1.A1GWEENWSTM5Z","3","Instead of motivating kids to payback their loans, Clinton’s plan might actually lead to the decline in liberal arts enrollment.","Biased","Clinton’s plan might actually lead to the decline in liberal arts enrollment."
"public.us-east-1.A2TO6N1MTMQD1B","3","Instead of motivating kids to payback their loans, Clinton’s plan might actually lead to the decline in liberal arts enrollment.","Unbiased","because of motivating kids to payback their loans, Clinton’s plan might actually lead to the decline in liberal arts enrollment"
"public.us-east-1.A2FRIVYVIK37V1","6","Amid closed restaurants, quiet office buildings and canceled sporting events, the new normal has had its fair share of environmental effects, with some areas in the U.S. reporting significant improvements in air quality.","Biased","buildings and canceled sporting events"
"public.us-east-1.A26MRON9XGPVB5","6","Amid closed restaurants, quiet office buildings and canceled sporting events, the new normal has had its fair share of environmental effects, with some areas in the U.S. reporting significant improvements in air quality.","Unbiased","The information being presented is somewhat limited. However, there is ample support for factual details and summaries made available with the reporting."
"public.us-east-1.A1FVXS8IM5QYO8","1","That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.","Biased","I believe it is somewhat biased because it describes the proposal to increase the corporate tax as a 'welcome and innovative addition'. Not everyone would agree with this, so it shows bias."
"public.us-east-1.A2H2DJL45BZBD","1","That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.","Biased","Personal opinion. Using the terms welcomed and innovative shows a clear bias."
"public.us-east-1.A31JKAMYB4IB7","4","Other European countries have also said they will strip dual nationals who joined Islamic State of citizenship.","Biased","Because  European countries taught in their way."
"public.us-east-1.A2ZM10511OH8WY","4","Other European countries have also said they will strip dual nationals who joined Islamic State of citizenship.","Unbiased","Those politicians revelations on this topic is probably very easy the verify on the web. Unbiased"
"public.us-east-1.A1FVXS8IM5QYO8","7","The movement known as NeverTrump — self-identified conservatives who vowed never to vote for Donald Trump, even at the price of a Hillary Clinton presidency and liberal dominance of the Supreme Court for generations — did not take long to recover from the shock of Trump’s victory in November.","Unbiased","I believe this is unbiased because it is stating that self-identified conservatives were against Trump, but were fine when he won election. "
"public.us-east-1.A3U9H2L21GLQDY","7","The movement known as NeverTrump — self-identified conservatives who vowed never to vote for Donald Trump, even at the price of a Hillary Clinton presidency and liberal dominance of the Supreme Court for generations — did not take long to recover from the shock of Trump’s victory in November.","Biased","ITS LOOKS LIKE BIASED THEY TAKING ABOUT ONE PARTICULAR PERSON IN A NEGATIVE WAY"
"public.us-east-1.AM8ZEA3RDPGSA","6","Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.","Unbiased","complicated by a vocal anti-vaccination movement."
"public.us-east-1.A7MHCKF3TT0O3","6","Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.","Biased","i heard about the complicated battle by vocal anti vaccination movement"
"public.us-east-1.A2FRIVYVIK37V1","3","David Rothkopf, an anti-Trump commentator, cited the coronavirus pandemic in telling Parscale ""you should have considered the term 'Death Star' a little more carefully-what with the 100,000 or more people who are likely to die because of your candidate's failed leadership.""","Biased","cited the coronavirus pandemic in telling Parscale"
"public.us-east-1.A2TO6N1MTMQD1B","3","David Rothkopf, an anti-Trump commentator, cited the coronavirus pandemic in telling Parscale ""you should have considered the term 'Death Star' a little more carefully-what with the 100,000 or more people who are likely to die because of your candidate's failed leadership.""","Unbiased","because of David Rothkopf, an anti-Trump commentator, cited the coronavirus pandemic in telling Parscale ""you should have considered the term 'Death Star' a little more carefully-what with the 100,000 or more people who are likely to die because of your candidate's failed leadership."""
